"unstacked","varplacebo","year"
-0.0652670225455598,0.00125826421464294,2002
-0.0969592458222684,0.00137902830319215,2003
-0.0308680736507077,0.0016626597760047,2004
-0.000257168270493546,0.00167750807099167,2005
0.00450371145337639,0.00170380385984283,2006
0.00301497418735869,0.0020659145182188,2007
-0.0131637663722755,0.00184976942301932,2008
