unit,year,y_recyclingrate,treated
DUNSTABLE,1999,.4051702,0
WESTFORD,1999,.4051702,0
WILMINGTON,1999,.39517021,0
WINCHESTER,2000,.32577515,0
MAYNARD,2000,.48577514,0
MELROSE,2000,.44577515,0
READING,2000,.59577519,0
STONEHAM,2000,.45577514,0
MARLBOROUGH,2000,.75577509,0
GROTON,2000,.51577514,0
WESTFORD,2000,.40577516,0
DRACUT,2000,.25577515,0
DUNSTABLE,2000,.57577515,0
CARLISLE,2000,.43577516,0
WILMINGTON,2000,.33577514,0
CHELMSFORD,2000,.33577514,0
SHERBORN,2000,.39577514,0
TYNGSBOROUGH,2000,.30577517,0
AYER,2000,.33577514,0
SOMERVILLE,2000,.32577515,0
MEDFORD,2000,.23577514,0
SUDBURY,2000,.31577513,0
BELMONT,2000,.52577513,0
CONCORD,2000,.65577519,0
HOPKINTON,2000,.35577515,0
BILLERICA,2000,.24577515,0
NEWTON,2000,.57577515,0
TOWNSEND,2000,.30577517,0
WALTHAM,2000,.29577515,0
WATERTOWN,2000,.34577513,0
ASHLAND,2000,.46577516,0
TEWKSBURY,2000,.26577514,0
ARLINGTON,2000,.38577515,0
WAKEFIELD,2000,.55577511,0
LOWELL,2000,.23577514,0
FRAMINGHAM,2000,.43577516,0
CAMBRIDGE,2000,.43577516,0
LINCOLN,2000,.45577514,0
WALTHAM,2001,.30773777,0
CHELMSFORD,2001,.39773774,0
DRACUT,2001,.25773776,0
WILMINGTON,2001,.41773775,0
SUDBURY,2001,.38773775,0
WATERTOWN,2001,.31773776,0
DUNSTABLE,2001,.56773776,0
BILLERICA,2001,.25773776,0
CAMBRIDGE,2001,.43773776,0
WAKEFIELD,2001,.48773775,0
BELMONT,2001,.57773775,0
AYER,2001,.31773776,0
CONCORD,2001,.69773769,0
TYNGSBOROUGH,2001,.30773777,0
HOPKINTON,2001,.42773774,0
MAYNARD,2001,.49773774,0
WINCHESTER,2001,.43773776,0
STONEHAM,2001,.46773776,0
READING,2001,.65773779,0
FRAMINGHAM,2001,.45773774,0
MEDFORD,2001,.24773775,0
ASHLAND,2001,.33773777,0
LOWELL,2001,.22773774,0
GROTON,2001,.48773775,0
CARLISLE,2001,.37773776,0
WESTFORD,2001,.43773776,0
MELROSE,2001,.46773776,0
TEWKSBURY,2001,.22773774,0
LINCOLN,2001,.41773775,0
SHERBORN,2001,.46773776,0
ARLINGTON,2001,.51773775,0
MARLBOROUGH,2001,.77773774,0
NEWTON,2001,.56773776,0
TOWNSEND,2001,.29773775,0
SOMERVILLE,2001,.34773776,0
TYNGSBOROUGH,2008,.38941598,0
ASHLAND,2008,.43941599,0
ARLINGTON,2008,.48941597,0
CONCORD,2008,.60941595,0
CAMBRIDGE,2008,.46941599,0
HOPKINTON,2008,.53941596,0
