"estimates","var","year"
-0.064927338011342,6.40773983063747e-05,2002
-0.0971039191313059,7.94084200036821e-05,2003
-0.0306193759785141,7.60676087172677e-05,2004
0.000598850705404524,6.8266974564391e-05,2005
0.00505329819924052,7.80336585887189e-05,2006
0.00322185329706967,0.000108724293755689,2007
-0.0120482829006219,0.0001235159624258,2008
